title	author	rating	num_ratings	description	url

The Family Next Door is Sally Hepworth at her very best: at once a deeply moving portrait of family drama and a compelling suburban mystery that will keep you hooked until the very last page.	https://durhamcounty.bibliocommons.com/item/show/755297169
Transcription	Atkinson, Kate	3.55	839	In 1940, eighteen-year old Juliet Armstrong is reluctantly recruited into the world of espionage. Sent to an obscure department of MI5 tasked with monitoring the comings and goings of British Fascist sympathizers, she discovers the work to be by turns both tedious and terrifying. But after the war has ended, she presumes the events of those years have been relegated to the past forever. Ten years later, now a radio producer at the BBC, Juliet is unexpectedly confronted by figures from her past. A different war is being fought now, on a different battleground, but Juliet finds herself once more under threat. A bill of reckoning is due, and she finally begins to realize that there is no action without consequence.	https://durhamcounty.bibliocommons.com/item/show/779557169
The Reckoning	Grisham, John	3.6	1503	Pete Banning was Clanton's favorite son, a returning war hero, the patriarch of a prominent family, a farmer, father, neighbor, and a faithful member of the Methodist church. Then one cool October morning in 1946. he rose early, drove into town, walked into the church, and calmly shot and killed the Reverend Dexter Bell. As if the murder wasn't shocking enough, it was even more baffling that Pete's only statement about it - to the sheriff, to his defense attorney, to the judge, to his family and friends, and to the people of Clanton - was 'I have nothing to say'. And so the murder of the esteemed Reverend Bell became the most mysterious and unforgettable crime Ford County had ever known.	https://durhamcounty.bibliocommons.com/item/show/780895169
How to Change Your Mind	Pollan, Michael	4.15	705	"A brilliant and brave investigation by Michael Pollan, author of five New York Times best sellers, into the medical and scientific revolution taking place around psychedelic drugs--and the spellbinding story of his own life-changing psychedelic experiences When Michael Pollan set out to research how LSD and psilocybin (the active ingredient in magic mushrooms) are being used to provide relief to people suffering from difficult-to-treat conditions such as depression, addiction and anxiety, he did not intend to write what is undoubtedly his most personal book. But upon discovering how these remarkable substances are improving the lives not only of the mentally ill but also of healthy people coming to grips with the challenges of everyday life, he decided to explore the landscape of the mind in the first person as well as the third. Thus began a singular adventure into the experience of various altered states of consciousness, along with a dive deep into both the latest brain science and the thriving underground community of psychedelic therapists. Pollan sifts the historical record to separate the truth about these mysterious drugs from the myths that have surrounded them since the 1960s, when a handful of psychedelic evangelists catalyzed a powerful backlash against what was then a promising field of research. A unique and elegant blend of science, memoir, travel writing, history, and medicine, How to Change Your Mind is a triumph of participatory journalism. By turns dazzling and edifying, it is the gripping account of a journey to an exciting and unexpected new frontier in our understanding of the mind, the self, and our place in the world. The true subject of Pollan's "mental travelogue" is not just psychedelic drugs but also the eternal puzzle of human consciousness and how, in a world that offers us both struggle and beauty, we can do our best to be fully present and find meaning in our lives"--	https://durhamcounty.bibliocommons.com/item/show/771310169
The Wedding Date	Guillory, Jasmine,	3.7	784	"A groomsman and his last-minute guest are about to discover if a fake date can go the distance in a fun and flirty debut novel. Agreeing to go to a wedding with a guy she gets stuck with in an elevator is something Alexa Monroe wouldn't normally do. But there's something about Drew Nichols that's too hard to resist. On the eve of his ex's wedding festivities, Drew is minus a plus one. Until a power outage strands him with the perfect candidate for a fake girlfriend. From the best man's toast to the bouquet toss, Alexa and Drew have more fun than they ever thought possible. But before they know it, Drew has to fly back to Los Angeles and his job as a pediatric surgeon, and Alexa heads home to Berkeley, where she's the mayor's chief of staff. Too bad they can't stop thinking about the other. They're just two high-powered professionals on a collision course toward the long distance dating disaster of the century--or closing the gap between what they think they need and what they truly want."--	https://durhamcounty.bibliocommons.com/item/show/753147169
Joyful	Fetell Lee, Ingrid,	3.85	84	Make small changes to your surroundings and create extraordinary happiness in your life with groundbreaking research from designer and TED star Ingrid Fetell Lee.

Next Big Idea Club selection--chosen by Malcolm Gladwell, Susan Cain, Dan Pink, and Adam Grant as one of the "two most groundbreaking new nonfiction reads of the season!"

"This book has the power to change everything! Writing with depth, wit, and insight, Ingrid Fetell Lee shares all you need to know in order to create external environments that give rise to inner joy." --Susan Cain, author of Quiet and founder of Quiet Revolution

Have you ever wondered why we stop to watch the orange glow that arrives before sunset, or why we flock to see cherry blossoms bloom in spring? Is there a reason that people--regardless of gender, age, culture, or ethnicity--are mesmerized by baby animals, and can't help but smile when they see a burst of confetti or a cluster of colorful balloons?

We are often made to feel that the physical world has little or no impact on our inner joy. Increasingly, experts urge us to find balance and calm by looking inward--through mindfulness or meditation--and muting the outside world. But what if the natural vibrancy of our surroundings is actually our most renewable and easily accessible source of joy?

In Joyful , designer Ingrid Fetell Lee explores how the seemingly mundane spaces and objects we interact with every day have surprising and powerful effects on our mood. Drawing on insights from neuroscience and psychology, she explains why one setting makes us feel anxious or competitive, while another fosters acceptance and delight--and, most importantly, she reveals how we can harness the power of our surroundings to live fuller, healthier, and truly joyful lives.	https://durhamcounty.bibliocommons.com/item/show/779675169
Mayo Clinic Guide to a Healthy Pregnancy		4.0	85	"Mayo Clinic Guide to a Healthy Pregnancy has become a trusted resource for parents-to-be. In this fully reviewed and revised second edition, you'll find updated guidance and practical tips, including: Evidence-based medical advice for parents from a world-class team of doctors and care providers; Information on pregnancy planning and fertility; Weekly updates on baby's growth and development; Monthly explanation of changes for mom; Guidance on nutrition, exercise and weight gain; Tips for working, traveling and managing parenthood; Reliable information on recent trends and technologies in pregnancy and postpartum care; Answers to difficult or embarrassing questions"--	https://durhamcounty.bibliocommons.com/item/show/785229169
The Wife Between Us	Hendricks, Greer,	3.85	1483	A tangle of lies binds together a divorced man, his new fiancée, and his ex-wife.	https://durhamcounty.bibliocommons.com/item/show/751397169
Mending Matters	Rodabaugh, Katrina,	4.1	62	Mending Matters explores sewing on two levels: First, it includes more than 20 hands-on projects that showcase current trends in visible mending that are edgy, modern, and bold--but draw on traditional stitching. It does all this through just four very simple mending techniques: exterior patches, interior patches, slow stitches, darning, and weaving. In addition, the book addresses the way mending leads to a more mindful relationship to fashion and to overall well-being. In essays that accompany each how-to chapter, Katrina Rodabaugh explores mending as a metaphor for appreciating our own naturally flawed selves, and she examines the ways in which mending teaches us new skills, self-reliance, and confidence, all gained from making things with our own hands.	https://durhamcounty.bibliocommons.com/item/show/787534169
Calypso	Sedaris, David	4.0	803	Personal essays share the author's adventures after buying a vacation house on the Carolina coast and his reflections on middle age and mortality.	https://durhamcounty.bibliocommons.com/item/show/777261169
My Favorite Half-night Stand	Lauren, Christina	3.9	325	"By the New York Times bestselling author who "hilariously depicts modern dating" (Us Weekly), My Favorite Half-Night Stand is a laugh-out-loud romp through online dating and its many, many fails. Millie Morris has always been one of the guys. A UC Santa Barbara professor, she's a female-serial-killer expert who's quick with a deflection joke and terrible at getting personal. And she, just like her four best guy friends and fellow professors, is perma-single. So when a routine university function turns into a black tie gala, Mille and her circle make a pact that they'll join an online dating service to find plus-ones for the event. There's only one hitch: after making the pact, Millie and one of the guys, Reid Campbell, secretly spent the sexiest half-night of their lives together, but mutually decide the friendship would be better off strictly platonic. But online dating isn't for the faint of heart. While the guys are inundated with quality matches and potential dates, Millie's first profile attempt garners nothing but dick pics and creepers. Enter "Catherine"--Millie's fictional profile persona, in whose make-believe shoes she can be more vulnerable than she's ever been in person. Soon "Catherine" and Reid strike up a digital pen-pal-ship...but Millie can't resist temptation in real life, either. Soon, Millie will have to face her worst fear--intimacy--or risk losing her best friend, forever. Perfect for fans of Roxanne and She's the Man, Christina Lauren's latest romantic comedy is full of mistaken identities, hijinks, and a classic love story with a modern twist. Funny and fresh, you'll want to swipe right on My Favorite Half-Night Stand"--	https://durhamcounty.bibliocommons.com/item/show/786468169
Nine Perfect Strangers	Moriarty, Liane 1966-	3.6	2220	NEW YORK TIMES BESTSELLER
Soon to be a Hulu original series

"If three characters were good in Big Little Lies , nine are even better in Nine Perfect Strangers ." --Lisa Scottoline, The New York Times Book Review

From the #1 New York Times bestselling author of Big Little Lies

Could ten days at a health resort really change you forever? In Liane Moriarty's latest page-turner, nine perfect strangers are about to find out...

Nine people gather at a remote health resort. Some are here to lose weight, some are here to get a reboot on life, some are here for reasons they can't even admit to themselves. Amidst all of the luxury and pampering, the mindfulness and meditation, they know these ten days might involve some real work. But none of them could imagine just how challenging the next ten days are going to be.

Frances Welty, the formerly best-selling romantic novelist, arrives at Tranquillum House nursing a bad back, a broken heart, and an exquisitely painful paper cut. She's immediately intrigued by her fellow guests. Most of them don't look to be in need of a health resort at all. But the person that intrigues her most is the strange and charismatic owner/director of Tranquillum House. Could this person really have the answers Frances didn't even know she was seeking? Should Frances put aside her doubts and immerse herself in everything Tranquillum House has to offer - or should she run while she still can?

It's not long before every guest at Tranquillum House is asking exactly the same question.

Combining all of the hallmarks that have made her writing a go-to for anyone looking for wickedly smart, page-turning fiction that will make you laugh and gasp, Liane Moriarty's Nine Perfect Strangers once again shows why she is a master of her craft.	https://durhamcounty.bibliocommons.com/item/show/783076169
Crushing It!	Vaynerchuk, Gary	3.95	68	In his 2009 book Crush It, Gary Vaynerchuk insisted that a vibrant personal brand was crucial to entrepreneurial success. Now Gary explains why that's even more true today, offering his perspective on what has changed in the last nine years and what principles remain timeless. He also shares stories from other entrepreneurs who have grown wealthier -- and not just financially -- than they ever imagined possible by following Crush It principles. The secret to their success (and Gary's) has everything to do with their understanding of the social media platforms and their willingness to do whatever it took to make these tools work to their utmost potential. Gary dissects every current major social media platform so that anyone, from a plumber to a professional ice skater, will know exactly how to amplify his or her personal brand on each. He offers both theoretical and tactical advice on how to become the biggest thing on old standbys like Twitter, Facebook, YouTube, Instagram, Pinterest, and Snapchat; podcast platforms like Spotify, Soundcloud, iHeartRadio, and iTunes; and other emerging platforms such as Musical.ly. For those with more experience, Crushing It! illuminates some little-known nuances and provides innovative tips and clever tweaks proven to enhance more common tried-and-true strategies. Crushing It! is a guide to building your own path to professional and financial success and a blueprint to living life on your own terms.	https://durhamcounty.bibliocommons.com/item/show/753645169
Song in a Weary Throat	Murray, Pauli, 1910-1985	4.9	6	A prophetic memoir by the activist who "articulated the intellectual foundations" (The New Yorker) of the civil rights and women's rights movements. Poet, memoirist, labor organizer, and Episcopal priest, Pauli Murray helped transform the law of the land. Arrested in 1940 for sitting in the whites-only section of a Virginia bus, Murray propelled that life-defining event into a Howard law degree and a fight against "Jane Crow" sexism. Her legal brilliance was pivotal to the overturning of Plessy v. Ferguson, the success of Brown v. Board of Education, and the Supreme Court's recognition that the equal protection clause applies to women; it also connected her with such progressive leaders as Eleanor Roosevelt, Thurgood Marshall, Betty Friedan, and Ruth Bader Ginsberg. Now Murray is finally getting long-deserved recognition: the first African American woman to receive a doctorate of law at Yale, her name graces one of the university's new colleges. Handsomely republished with a new introduction, Murray's remarkable memoir takes its rightful place among the great civil rights autobiographies of the twentieth century.	https://durhamcounty.bibliocommons.com/item/show/776924169
The Extraordinary Life of Sam Hell	Dugoni, Robert	4.35	383	Wall Street Journal and New York Times bestselling author Robert Dugoni's coming-of-age story is, according to Booklist , "a novel that, if it doesn't cross entirely over into John Irving territory, certainly nestles in close to the border."
Sam Hill always saw the world through different eyes. Born with red pupils, he was called "Devil Boy" or Sam "Hell" by his classmates; "God's will" is what his mother called his ocular albinism. Her words were of little comfort, but Sam persevered, buoyed by his mother's devout faith, his father's practical wisdom, and his two other misfit friends.
Sam believed it was God who sent Ernie Cantwell, the only African American kid in his class, to be the friend he so desperately needed. And that it was God's idea for Mickie Kennedy to storm into Our Lady of Mercy like a tornado, uprooting every rule Sam had been taught about boys and girls.
Forty years later, Sam, a small-town eye doctor, is no longer certain anything was by design--especially not the tragedy that caused him to turn his back on his friends, his hometown, and the life he'd always known. Running from the pain, eyes closed, served little purpose. Now, as he looks back on his life, Sam embarks on a journey that will take him halfway around the world. This time, his eyes are wide open--bringing into clear view what changed him, defined him, and made him so afraid, until he can finally see what truly matters.
Winner of Suspense Magazine 's Crimson Scribe Award.	https://durhamcounty.bibliocommons.com/item/show/761501169
Then She Was Gone	Jewell, Lisa	4.0	2044	"Ten years after her teenage daughter disappears, a woman crosses paths with a charming single father whose young child feels eerily familiar, in this evocative, suspenseful drama from New York Times bestselling author Lisa Jewell--perfect for fans of Paula Hawkins and Liane Moriarty. Ellie Mack was the perfect daughter. She was fifteen, the youngest of three. She was beloved by her parents, friends, and teachers. She and her boyfriend made a teenaged golden couple. She was days away from an idyllic post-exams summer vacation, with her whole life ahead of her. And then she was gone. Now, her mother Laurel Mack is trying to put her life back together. It's been ten years since her daughter disappeared, seven years since her marriage ended, and only months since the last clue in Ellie's case was unearthed. So when she meets an unexpectedly charming man in a cafe, no one is more surprised than Laurel at how quickly their flirtation develops into something deeper. Before she knows it, she's meeting Floyd's daughters--and his youngest, Poppy, takes Laurel's breath away. Because looking at Poppy is like looking at Ellie. And now, the unanswered questions she's tried so hard to put to rest begin to haunt Laurel anew. Where did Ellie go? Did she really run away from home, as the police have long suspected, or was there a more sinister reason for her disappearance? Who is Floyd, really? And why does his daughter remind Laurel so viscerally of her own missing girl?"--	https://durhamcounty.bibliocommons.com/item/show/759985169
Fire & Blood	Martin, George R. R.	3.7	243	#1 NEW YORK TIMES BESTSELLER * The history of the Targaryens comes to life in this masterly work, the inspiration for HBO's upcoming Game of Thrones prequel series House of the Dragon

"The thrill of Fire & Blood is the thrill of all Martin's fantasy work: familiar myths debunked, the whole trope table flipped."-- Entertainment Weekly

Centuries before the events of A Game of Thrones, House Targaryen--the only family of dragonlords to survive the Doom of Valyria--took up residence on Dragonstone. Fire & Blood begins their tale with the legendary Aegon the Conqueror, creator of the Iron Throne, and goes on to recount the generations of Targaryens who fought to hold that iconic seat, all the way up to the civil war that nearly tore their dynasty apart.

What really happened during the Dance of the Dragons? Why was it so deadly to visit Valyria after the Doom? What were Maegor the Cruel's worst crimes? What was it like in Westeros when dragons ruled the skies? These are but a few of the questions answered in this essential chronicle, as related by a learned maester of the Citadel and featuring more than eighty all-new black-and-white illustrations by artist Doug Wheatley. Readers have glimpsed small parts of this narrative in such volumes as The World of Ice & Fire, but now, for the first time, the full tapestry of Targaryen history is revealed.

With all the scope and grandeur of Gibbon's The History of the Decline and Fall of the Roman Empire, Fire & Blood is the the first volume of the definitive two-part history of the Targaryens, giving readers a whole new appreciation for the dynamic, often bloody, and always fascinating history of Westeros.

Praise for Fire & Blood

"A masterpiece of popular historical fiction." -- The Sunday Times

"The saga is a rich and dark one, full of both the title's promised elements. . . . It's hard not to thrill to the descriptions of dragons engaging in airborne combat, or the dilemma of whether defeated rulers should 'bend the knee,' 'take the black' and join the Night's Watch, or simply meet an inventive and horrible end." -- The Guardian	https://durhamcounty.bibliocommons.com/item/show/783064169
Dr. Neal Barnard's Cookbook for Reversing Diabetes	Barnard, Neal D., 1953-	4.1	57	Finally an approach to managing diabetes that is not based on pills or injections, but on food--the most delicious "prescription" you could imagine. Written by Dr. Neal Barnard, the unparalleled expert on diabetes and health, with recipes developed by Dreena Burton, bestselling cookbook author and creator of the Plant Powered Kitchen blog, this plant-based cookbook is filled with 150 easy and delicious recipes. Inside, expect to find favorite foods like burgers, onion rings, muffins, and pudding, but approached from a healthful angle--focusing on vegetables, fruits, whole grains, and legumes. Dr. Barnard also offers thorough explanations about the scientific relationship between nutrition and diabetes, and identifies the ingredients in the book by their vitamins, nutritional properties, and health power in a simple and easy to understand way. Dr. Neal Barnard's Cookbook for Reversing Diabetes is a treasury of meals that are as tasty as they are powerful for health.
Barnard shares an approach to managing diabetes that is not based on pills or injections, but on food-- the most delicious "prescription" you could imagine. With recipes developed by Burton, this plant-based cookbook is filled with easy and delicious recipes that focus on vegetables, fruits, whole grains, and legumes. -- adapted from jacket	https://durhamcounty.bibliocommons.com/item/show/795454169
Christopher Kimball's Milk Street	Kimball, Christopher	3.95	105	At Milk Street, Chris Kimball and his test cooks use techniques from around the globe to deliver bolder flavors and healthier dishes in less time with simple techniques. On any given Tuesday, you can create interesting, delicious food in a flash.

With more than 200 recipes including quick yet flavorful soups and stews, simple salads, pastas that come together in minutes with ingredients you already have on hand, the home cook's essential problem-- What's for dinner Tuesday night ?--has never tasted so good. And say goodbye to the freezer-burned gallon of ice cream you've kept on hand for just this purpose: there are even weeknight-appropriate sweets you can whip up after dinner and still have time to eat before bed.

Best of all, every Tuesday Nights recipe is backed by the rigorous testing for which Chris Kimball is famous. With a photograph for every recipe, helpful tips and tricks for novice cooks and step-by-step visual instruction, each recipe is guaranteed to work when you need it most.	https://durhamcounty.bibliocommons.com/item/show/782495169
Fodor's Pacific Northwest	Arenas, Shelley, 1958-	4.15	9	"With the growing interest in adventure travel, national parks, hip cities, wineries, and microbreweries, the Pacific Northwest attracts a huge number of visitors every year. This dramatic region stretching from British Columbia to Oregon provides pristine wilderness areas to explore--from coastlines to mountains--as well as vibrant metropolitan scenes in Seattle, Portland, and Vancouver." -- Provided by publisher.	https://durhamcounty.bibliocommons.com/item/show/754801169
The Room on Rue Amelie	Harmel, Kristin	4.0	348	"For fans of Kristin Hannah's The Nightingale and Martha Hall Kelly's Lilac Girls, this powerful novel of fate, resistance, and family--by the international bestselling author of The Sweetness of Forgetting and When We Meet Again--tells the tale of an American woman, a British RAF pilot, and a young Jewish teenager whose lives intersect in occupied Paris during the tumultuous days of World War II. When newlywed Ruby Henderson Benoit arrives in Paris in 1939 with her French husband Marcel, she imagines strolling arm in arm along the grand boulevards, awash in the golden afternoon light. But war is looming on the horizon, and as France falls to the Nazis, her marriage begins to splinter, too. Charlotte Dacher is eleven when the Germans roll into the French capital, their sinister swastika flags snapping in the breeze. After the Jewish restrictions take effect and Jews are ordered to wear the yellow star, Charlotte can't imagine things getting much worse. But then the mass deportations begin, and her life is ripped forever apart. Thomas Clarke joins the British Royal Air Force to protect his country, but when his beloved mother dies in a German bombing during the waning days of the Blitz, he wonders if he's really making a difference. Then he finds himself in Paris, in the shadow of the Eiffel Tower, and he discovers a new reason to keep fighting--and an unexpected road home. When fate brings them together, Ruby, Charlotte, and Thomas must summon the courage to defy the Nazis--and to open their own broken hearts--as they fight to survive. Rich with historical drama and emotional depth, this is an unforgettable story that will stay with you long after the final page is turned"--	https://durhamcounty.bibliocommons.com/item/show/756206169
Cozy Minimalist Home	Smith, Myquillyn	3.7	195	Cozy Minimalist Home goes beyond pretty and sets up your home for true connection and rest without using more resources, money, and stuff than needed.
After reading Myquillyn Smith's first book, The Nesting Place, women everywhere were convinced that it doesn't have to be perfect to be beautiful and they found real contentment in their homes. But how does a content imperfectionist make actual design decisions?
Cozy Minimalist Home is the answer to that question. Written for the hands-on woman who'd rather move her own furniture than hire a designer, this is the guidance she needs to finish every room of her house one purposeful design decision at a time. With people, priorities, and purpose in mind, anyone can create a warm, inviting, cozy, and beautiful home that transcends the trends.
You'll have the tools to transform your home starting with what you already have, and using just enough of the right furniture and décor to create a home you're proud of in a way that honors your personal priorities, budget, and style. In Cozy Minimalist Home, Myquillyn Smith helps you:
Realize your role as the curator of your home who makes smart, style-impacting design choices Finally know what to focus on, and what not to worry about when it comes to your home Discover the real secret to finding your unique style--it has nothing to do with those style quizzes Understand how to find a sofa you won't hate tomorrow Deconstruct each room and then re-create it step by step with a fail proof process Create a pretty home with more style and less stuff--resulting in backwards decluttering! Finish your home and have it looking the way you've always hoped so you can use it the way you've always dreamed Cozy Minimalism isn't about going without or achieving a particular new, modern style. Nope. It's simply a mindset that helps you get whatever style YOU LOVE with the fewest possible items.	https://durhamcounty.bibliocommons.com/item/show/786592169
Overcoming Unwanted Intrusive Thoughts	Winston, Sally,	3.8	11	If you suffer from unwanted, intrusive, frightening, or even disturbing thoughts, you might worry about what these thoughts mean about you. Thoughts can seem like messages -- are they trying to tell you something? But the truth is that they are just thoughts, and don't necessarily mean anything. Sane and good people have them. If you are someone who is plagued by thoughts you don't want, thoughts that scare you, or thoughts you can't tell anyone about, this book may change your life. In this compassionate guide, you'll discover the different kinds of disturbing thoughts, myths that surround your thoughts, and how your brain has a tendency to get stuck in a cycle of unwanted rumination. You'll also learn why common techniques to get rid of these thoughts can backfire. And finally, you'll learn powerful cognitive behavioral skills to help you cope with and move beyond your thoughts, so you can focus on living the life you want. Your thoughts will still occur, but you will be better able to cope with them without dread, guilt, or shame. If you have unwanted thoughts, you should remember that you aren't alone. In fact, there are millions of people just like you -- good people who have awful thoughts, gentle people with violent thoughts, and sane people with crazy thoughts. This book will show you how to move past your thoughts so you can reclaim your life!	https://durhamcounty.bibliocommons.com/item/show/818679169
The Nature Fix	Williams, Florence, 1967-	4.0	137	An investigation into the restorative benefits of nature draws on cutting-edge research and the author's explorations with international nature therapy programs to examine the relationship between nature and human cognition, mood, and creativity. --Publisher	https://durhamcounty.bibliocommons.com/item/show/729693169
Growing a Revolution	Montgomery, David R., 1961-	4.5	24	Since the dawn of agriculture, great civilizations have sunk into poverty after destroying their once fertile land. Today, few people realise how close we are to the same fate if we don't take action. In Growing a Revolution, David R. Montgomery leads us on a journey through history and around the world to see how innovative farmers ditch the plough, mulch cover crops and adopt complex rotations to restore the soil, finding the foundation for the next agricultural revolution: a soil health revolution. Cutting through the debates about conventional versus organic agriculture, Montgomery shows how new regenerative methods heal damaged environments and improve farmers' bottom lines. Ancient wisdom merges with modern science and Growing a Revolution shows how agriculture can help solve modern environmental woes.	https://durhamcounty.bibliocommons.com/item/show/736685169
Gardening in the South	Weathington, Mark,	0.0	0	Expert advice for Southern gardeners

A gardener's plant choice and garden style are inextricably linked to the place they call home. In order to grow a flourishing garden, every gardener must know the specifics of their region's climate, soil, and geography. Gardening in the South is comprehensive, enthusiastic, and accessible to gardeners of all levels. It features information on site and plant selection, soil preparation and maintenance, and basic design principles. Plant profiles highlight the region's best perennials, annuals, trees, shrubs, and bulbs. Color photographs throughout show wonderful examples of southern garden style. Gardening in the South is for home gardeners in Virginia, Kentucky, North Carolina, South Carolina, Georgia, Alabama, Mississippi, Arkansas, and Louisiana.	https://durhamcounty.bibliocommons.com/item/show/736948169
Lagom	Brantmark, Niki	3.85	86	"By using the Swedish lifestyle as an example, Niki Brantmark offers insightful suggestions and bite-sized actions to help you make subtle changes to your life, so you too can make time for the things that matter most and find greater happiness."--Back cover.	https://durhamcounty.bibliocommons.com/item/show/750791169
The Sun and Her Flowers	Kaur, Rupi,	4.0	595	"Rupi Kaur is the Writer of the Decade." -- The New Republic

From rupi kaur, the #1 New York Times bestselling author of milk and honey , comes her long-awaited second collection of poetry. A vibrant and transcendent journey about growth and healing. Ancestry and honoring one's roots. Expatriation and rising up to find a home within yourself.

Divided into five chapters and illustrated by kaur, the sun and her flowers is a journey of wilting, falling, rooting, rising, and blooming. A celebration of love in all its forms.

this is the recipe of life
said my mother
as she held me in her arms as i wept
think of those flowers you plant
in the garden each year
they will teach you
that people too
must wilt
fall
root
rise
in order to bloom	https://durhamcounty.bibliocommons.com/item/show/746766169
The State of Affairs	Perel, Esther	4.1	110	An affair. It can rob a couple of their relationship, their happiness, their very identity. Why do people cheat, even those in happy marriages? Why does an affair hurt so much? When we say infidelity, what exactly do we mean? Do our romantic expectations of marriage set us up for betrayal? Is there such a thing as an affair-proof marriage? Is it possible to love more than one person at once? Can an affair ever help a marriage? For the past ten years, couples' therapist Esther Perel has traveled the globe and worked with hundreds of clients who have grappled with infidelity. Betrayal hurts, she writes, but it can be healed. An affair can even be the doorway to a new marriage -- with the same person. With the right approach, couples can grow and learn from these tumultuous experiences, together or apart. Affairs, she argues, have a lot to teach us about modern relationships: what we expect, what we think we want, and what we feel entitled to. They offer a unique window into our personal and cultural attitudes about love, lust, and commitment. Through examining illicit love from multiple angles, Perel invites readers into an honest, enlightened, and entertaining exploration of modern marriage in its many variations.	https://durhamcounty.bibliocommons.com/item/show/746749169
The Ethical Slut	Hardy, Janet W,	4.05	35	The third edition of this timeless guide to communication and sex has been revised to include interviews with poly millennials (young people who have grown up without the prejudices their elders encountered regarding gender, orientation, sexuality, and relationships), tributes to poly pioneers, and new sidebars on topics such as asexuality, sex workers, and ways polys can connect and thrive. The authors also include new content addressing nontraditional relationships beyond the polyamorous paradigm of "more than two": couples who don't live together, couples who don't have sex with each other, nonparallel arrangements, couples with widely divergent sex styles, power disparities, and cross-orientation relationships, while utilizing nonbinary gender language and new terms that have come into common usage since the last edition.	https://durhamcounty.bibliocommons.com/item/show/882151169
Dining in	Roman, Alison,	3.85	125	Discover the cookbook featuring "drool-worthy yet decidedly unfussy food" ( Goop ) that set today's trends and is fast becoming a modern classic.

"This is not a cookbook. It's a treasure map."--Samin Nosrat, author of Salt, Fat, Acid, Heat

NAMED ONE OF THE BEST COOKBOOKS OF THE YEAR BY San Francisco Chronicle * NPR * Epicurious * Newsday * KCRW's Good Food * The Fader * American Express Essentials

Alison Roman's Salted Butter and Chocolate Chunk Shortbread made her Instagram-famous. But all of the recipes in Dining In have one thing in common: they make even the most oven-phobic or restaurant-crazed person want to stay home and cook. They prove that casual doesn't have to mean boring, simple doesn't have to be uninspired, and that more steps or ingredients don't always translate to a better plate of food.

Vegetable-forward but with an affinity for a mean steak and a deep regard for fresh fish, Dining In is all about building flavor and saving time. Alison's ingenuity seduces seasoned cooks, while her warm, edgy writing makes these recipes practical and approachable enough for the novice. With 125 recipes for effortlessly chic dishes that are full of quick-trick techniques (think slathering roast chicken in anchovy butter, roasting citrus to ramp up the flavor, and keeping boiled potatoes in the fridge for instant crispy smashed potatoes), she proves that dining in brings you just as much joy as eating out.

Praise for Dining In

"Sorry, restaurants. Superstar Alison Roman has given us recipes so delicious, so meltdown-proof--and so fun to read--we're going to be cooking at home for a while. Quite possibly forever." --Christine Muhlke, editor at large, Bon Appétit

"Anyone who wants the aesthetic, quality, and creativity of a Brooklyn restaurant without having to go to a Brooklyn restaurant will love Alison Roman's cookbook. It's filled with recipes that are both unique and approachable. Reading it, you'll find yourself thinking 'I would have never thought of making this but I want to make it right now.'" -- BuzzFeed

" Dining In is exactly how I want to cook: with bright, fresh flavors, minimal technique, and no pretense. This isn't just a bunch of great recipes, but a manifesto on how one original, opinionated home cook sees the world." --Amanda Hesser, co-founder, Food52	https://durhamcounty.bibliocommons.com/item/show/749706169
Nomadland	Bruder, Jessica	4.05	618	"From the beet fields of North Dakota to the National Forest campgrounds of California to Amazon's CamperForce program in Texas, employers have discovered a new, low-cost labor pool, made up largely of transient older Americans. Finding that social security comes up short, often underwater on mortgages, these invisible casualties of the Great Recession have taken to the road by the tens of thousands in late-model RVs, travel trailers, and vans, forming a growing community of nomads: migrant laborers who call themselves "workampers." In a secondhand vehicle she christens "Van Halen," Jessica Bruder hits the road to get to know her subjects more intimately. Accompanying her irrepressible protagonist, Linda May, and others, from campground toilet cleaning to warehouse product scanning to desert reunions, then moving on to the dangerous work of beet harvesting, Bruder tells a compelling, eye-opening tale of the dark underbelly of the American economy--one that foreshadows the precarious future that may await many more of us. At the same time, she celebrates the exceptional resilience and creativity of these quintessential Americans who have given up ordinary rootedness to survive. Like Linda May, who dreams of finding land on which to build her own sustainable "Earthship" home, they have not given up hope."--Dust jacket.	https://durhamcounty.bibliocommons.com/item/show/745127169
