Title,Location,Authors,Summary,Published,Language,System Details,Notes,Description,Description Details,Genre,OCLC,Other Identifiers,System ID,abbreviated_summary,extractive_summary
From Algorithms to Hardware Architectures : Using Digital Radios as a Design Example - Duke University Libraries Catalog,,"Abbas, Karim","This book uses digital radios as a challenging design example, generalized to bridge a typical gap between designers who work on algorithms and those who work to implement those algorithms on silicon. The author shows how such a complex system can be moved from high-level characterization to a form that is ready for hardware implementation. Along the way, readers learn a lot about how algorithm designers can benefit from knowing the hardware they target and how hardware designers can benefit from a familiarity with the algorithm. The book shows how a high-level description of an algorithm can be migrated to a fixed-point block diagram with a well-defined cycle accurate architecture and a fully documented controller. This can significantly reduce the length of the hardware design cycle and can improve its outcomes. Ultimately, the book presents an explicit design flow that bridges the gap between algorithm design and hardware design. Provides a guide to baseband radio design for Wi-Fi and cellular systems, from an implementation-focused, perspective Explains how arithmetic is moved to hardware and what the cost of each operation is in terms of delay, area and power Enables strategic architectural decisions based on the algorithm, available processing units and design requirements.","Cham : Springer International Publishing : Imprint: Springer, 2023.",English,,,"1 online resource (XXIII, 425 p. 234 illus., 83 illus. in color.) online resource.",File type: text fileFile format: PDF,,,DOI: 10.1007/978-3-031-08693-9,010854538,"From Algorithms to Hardware Architectures : Using Digital Radios as a Design Example - Duke University Libraries Catalog. This book uses digital radios as a challenging design example, generalized to bridge a typical gap between designers who work on algorithms and those who work to implement those algorithms on silicon. The book shows how a high-level description of an algorithm can be migrated to a fixed-point block diagram with a well-defined cycle accurate architecture. This can significantly reduce the length of the hardware design cycle and can improve its outcomes.","The author shows how such a complex system can be moved from high-level characterization to a form that is ready for hardware implementation. The book shows how a high-level description of an algorithm can be migrated to a fixed-point block diagram with a well-defined cycle accurate architecture and a fully documented controller. This can significantly reduce the length of the hardware design cycle and can improve its outcomes. Provides a guide to baseband radio design for Wi-Fi and cellular systems, from an implementation-focused, perspective Explains how arithmetic is moved to hardware and what the cost of each operation is in terms of delay, area and power Enables strategic architectural decisions based on the algorithm, available processing units and design requirements. Ultimately, the book presents an explicit design flow that bridges the gap between algorithm design and hardware design."
From financialisation to innovation in UK big pharma : astrazeneca and glaxosmithkline - Duke University Libraries Catalog,,"Tulum, Öner","The tension between innovation and financialisation is central to the business corporation. Innovation entails a 'retain-and-reinvest' allocation regime that can form a foundation for stable and equitable economic growth. Driven by shareholder-value ideology, financialisation entails a shift to 'downsize-and-distribute'. This Element investigates this tension in global pharmaceuticals, focusing on the two leading UK companies AstraZeneca and GlaxoSmithKline. In the 2000s both adopted US-style governance, including stock buybacks and stock-based executive pay. Over the past decade, however, first AstraZeneca and then GlaxoSmithKline transitioned to innovation. Critical was the cessation of buybacks to refocus capabilities on investing in an innovative drugs pipeline. Enabling this shift were UK corporate-governance institutions that mitigated US-style shareholder-value maximisation. Reinventing capitalism for the sake of stable and equitable economic growth means eliminating value destruction caused by financialisation and supporting value creation through collective and cumulative innovation. This title is also available as Open Access on Cambridge Core.","New York ; Cambridge : Cambridge University Press, [2023]",English,,Description based on print version record.,1 online resource (pages cm.),File type: text file,,,LCCN: 2022052367,010789126,"From financialisation to innovation in UK big pharma : astrazeneca and glaxosmithkline - Duke University Libraries Catalog. In the 2000s both adopted US-style governance, including stock buybacks and executive pay. Over the past decade, first AstraZeneca and then GlaxoSmithKline transitioned to innovation. Critical was the cessation of buybacks to refocus capabilities on investing in an innovative drugs pipeline. This title is also available as Open Access on Cambridge Core.","Innovation entails a 'retain-and-reinvest' allocation regime that can form a foundation for stable and equitable economic growth. Reinventing capitalism for the sake of stable and equitable economic growth means eliminating value destruction caused by financialisation and supporting value creation through collective and cumulative innovation. Driven by shareholder-value ideology, financialisation entails a shift to 'downsize-and-distribute'. Over the past decade, however, first AstraZeneca and then GlaxoSmithKline transitioned to innovation. This title is also available as Open Access on Cambridge Core."
From Herbs to Healing - Duke University Libraries Catalog,,Szöke,"In the twenty-first century Pharmacognosy was transformed into a molecular science building on classic botanical and modern chemical knowledge, leading to a better understanding of the complex molecular effect - structure relationships and interactions required for the development of new drugs based on biologically active plant substances. The work demonstrates the place of phytotherapy in healing, the role of herbs in complementary and traditional therapy, and research strategies for the development of drugs of natural plant origin. This book is primarily designed for scientific researchers, but is also very useful for undergraduate and postgraduate students in their professional training. As this book discusses herbs from all over the world, it is specifically drafted to be useful not only in Hungary and Europe, but also for people in other continents as an English language encyclopaedia of medicinal plants and their biologically active compounds.","[Place of publication not identified] : Springer International Publishing, 2023.",,,Title from content provider.,1 online resource,,,,,010854540,"The work demonstrates the place of phytotherapy in healing, the role of herbs in complementary and traditional therapy, and research strategies for the development of drugs of natural plant origin. This book is primarily designed for scientific researchers, but is also very useful for undergraduate and postgraduate students in their professional training. As this book discusses herbs from all over the world, it is specifically drafted to be useful not only in Hungary and Europe, but also for people in other continents as an English language encyclopaedia of medicinal plants.","The work demonstrates the place of phytotherapy in healing, the role of herbs in complementary and traditional therapy, and research strategies for the development of drugs of natural plant origin. As this book discusses herbs from all over the world, it is specifically drafted to be useful not only in Hungary and Europe, but also for people in other continents as an English language encyclopaedia of medicinal plants and their biologically active compounds. This book is primarily designed for scientific researchers, but is also very useful for undergraduate and postgraduate students in their professional training. From Herbs to Healing - Duke University Libraries Catalog In the twenty-first century Pharmacognosy was transformed into a molecular science building on classic botanical and modern chemical knowledge, leading to a better understanding of the complex molecular effect - structure relationships and interactions required for the development of new drugs based on biologically active plant substances."
From missionaries to main street : the story of one Sgaw Karen family in the United States - Duke University Libraries Catalog,,"Gilhooly, Daniel","The Htoo family, who are Sgaw Karen and originally from Burma, resettled in Georgia in the United States refugee resettlement program in 2007. This book chronicles their life in their new country. While the Htoo family's story is singular, the family's experiences in Burma, Thai refugee camps, and their experiences in the US are representative of other refugees from Burma and beyond. The book provides historical and cultural information on the Sgaw Karen people against the backdrop of the Htoo family's path from Burma to Thailand. It also explores the Htoo children's home and school learning experiences and their relationship with the author as teacher, collaborator, and friend.","New York : Berghahn Books, 2023.©2023",English,,Includes bibliographical references and index.,"1 online resource ( xii, 154 pages) : color illustrations.",Color characteristics: polychromeFile type: text file,Biography,,LCCN: 2022036434,010751054,"The Htoo family resettled in Georgia in the United States refugee resettlement program in 2007. This book chronicles their life in their new country. The book provides historical and cultural information on the Sgaw Karen people against the backdrop of the family's path from Burma to Thailand. It also explores the Htoo children's home and school learning experiences and their relationship with the author as teacher, collaborator, and friend. The family's experiences in Burma, Thai refugee camps and the US are representative of other refugees from Burma and beyond.","This book chronicles their life in their new country. The book provides historical and cultural information on the Sgaw Karen people against the backdrop of the Htoo family's path from Burma to Thailand. It also explores the Htoo children's home and school learning experiences and their relationship with the author as teacher, collaborator, and friend. While the Htoo family's story is singular, the family's experiences in Burma, Thai refugee camps, and their experiences in the US are representative of other refugees from Burma and beyond. From missionaries to main street : the story of one Sgaw Karen family in the United States - Duke University Libraries Catalog The Htoo family, who are Sgaw Karen and originally from Burma, resettled in Georgia in the United States refugee resettlement program in 2007."
From popular to insurgent intellectuals : peasant catechists in the Salvadoran revolution - Duke University Libraries Catalog,,"Binford, Leigh, 1948-","From Popular to Insurgent Intellectuals explains how a group of Catholic lay catechists educated in liberation theology came to take up arms and participate on the side of the rebel FMLN during El Salvador's revolutionary war (1980-92). In the process they became transformed from popular intellectuals to insurgent intellectuals who put their organizational and cognitive skills at the service of a collective effort to create a more egalitarian and democratic society. The book highlights the key roles that peasant catechists in northern MorazÁn played in disseminating liberation theology before the war and supporting the FMLN during it-as quartermasters, political activists, and musicians, among other roles. Throughout, From Popular to Insurgent Intellectuals highlights the dialectical nature of relations between Catholic priests and urban revolutionaries, among others, in which the latter learned from the former and vice-versa. Peasant catechists proved capable at making independent decisions based on assessment of their needs and did not simply follow the dictates of those with superior authority, and played an important role for the duration of the twelve-year military conflict.","New Brunswick : Rutgers University Press, [2023]",English,,Includes bibliographical references (pages 189-198) and index.,"xii, 208 pages : illustrations, maps ; 25 cm",,,1302181361.0,LCCN: 2022009354,010741597,"From Popular to Insurgent Intellectuals explains how a group of Catholic lay catechists educated in liberation theology came to take up arms and participate on the side of the rebel FMLN during El Salvador's revolutionary war (1980-92) The book highlights the key roles that peasants in northern MorazÁn played in disseminating liberation theology before the war and supporting the FMLN. It highlights the dialectical nature of relations between Catholic priests and urban revolutionaries, in which the latter learned from the former and vice-versa.","In the process they became transformed from popular intellectuals to insurgent intellectuals who put their organizational and cognitive skills at the service of a collective effort to create a more egalitarian and democratic society. Throughout, From Popular to Insurgent Intellectuals highlights the dialectical nature of relations between Catholic priests and urban revolutionaries, among others, in which the latter learned from the former and vice-versa. Peasant catechists proved capable at making independent decisions based on assessment of their needs and did not simply follow the dictates of those with superior authority, and played an important role for the duration of the twelve-year military conflict. The book highlights the key roles that peasant catechists in northern MorazÁn played in disseminating liberation theology before the war and supporting the FMLN during it-as quartermasters, political activists, and musicians, among other roles. From popular to insurgent intellectuals : peasant catechists in the Salvadoran revolution - Duke University Libraries Catalog From Popular to Insurgent Intellectuals explains how a group of Catholic lay catechists educated in liberation theology came to take up arms and participate on the side of the rebel FMLN during El Salvador's revolutionary war (1980-92)."
"From the mountains to the bay : the war in Virginia, January-May 1862 - Duke University Libraries Catalog",,"Rafuse, Ethan Sepp, 1968-","From January to July of 1862, the armies and navies of the Union and Confederacy conducted an incredibly complex and remarkably diverse range of operations in the Commonwealth of Virginia. Under the direction of leaders like Thomas ""Stonewall"" Jackson, George McClellan, Joseph E. Johnston, John Rodgers, Robert E. Lee, Franklin Buchanan, Irvin McDowell, and Louis M. Goldsborough, men of the Union and Confederate armed forces marched over mountains and through shallow valleys, maneuvered on and along great tidal rivers, bridged and waded their tributaries, battled malarial swamps, dug trenches and constructed fortifications, and advanced and retreated in search of operational and tactical advantage.","Lawrence, Kansas : University Press of Kansas, [2023]",English,,Includes bibliographical references and index.,"xxi, 400 pages ; illustrations, maps ; 24 cm.",,History,1289618863.0,LCCN: 2021060244British national bibliography: GBC2F7573,010792909,"From January to July of 1862, the armies and navies of the Union and Confederacy conducted an incredibly complex and remarkably diverse range of operations in the Commonwealth of Virginia. Under the direction of leaders like Thomas ""Stonewall"" Jackson, George McClellan, Joseph E. Johnston, John Rodgers, Robert E. Lee, Franklin Buchanan, Irvin McDowell, and Louis M. Goldsborough, men of the. Union and Confederate armed forces marched over mountains and through shallow valleys, maneuvered on and along great tidal rivers.","Under the direction of leaders like Thomas ""Stonewall"" Jackson, George McClellan, Joseph E. Johnston, John Rodgers, Robert E. Lee, Franklin Buchanan, Irvin McDowell, and Louis M. Goldsborough, men of the Union and Confederate armed forces marched over mountains and through shallow valleys, maneuvered on and along great tidal rivers, bridged and waded their tributaries, battled malarial swamps, dug trenches and constructed fortifications, and advanced and retreated in search of operational and tactical advantage. From the mountains to the bay : the war in Virginia, January-May 1862 - Duke University Libraries Catalog From January to July of 1862, the armies and navies of the Union and Confederacy conducted an incredibly complex and remarkably diverse range of operations in the Commonwealth of Virginia."
From the ruins of Enlightenment : Beethoven and Schubert in their solitude - Duke University Libraries Catalog,,"Kramer, Richard, 1938-","Richard Kramer follows the work of Beethoven and Schubert from 1815 through to the final months of their lives, when each were increasingly absorbed in iconic projects that would soon enough inspire notions of ""late style.""   Here is Vienna, hosting a Congress in 1815 that would redraw national boundaries and reconfigure the European community for a full century. A snapshot captures two of its citizens, each seemingly oblivious of this momentous political environment: Schubert, not yet twenty years old and in the midst of his most prolific year-some 140 songs, four operas, and much else; Beethoven, struggling through a mid-life crisis that would yield the song cycle An die ferne Geliebte as well as two strikingly original cello sonatas and two formidable sonatas for the ""Hammerklavier."" In Richard Kramer's compelling reading, each seemed to be composing ""against""--Beethoven, against the Enlightenment; Schubert, against the looming presence of the older composer even as his own musical imagination took full flight.  From the Ruins of Enlightenment begins in 1815, with the discovery of two unique projects: Schubert's settings of the poems of Ludwig Hölty in a fragmentary cycle and Beethoven's engagement with a half dozen poems by Johann Gottfried Herder. From there, Kramer unearths previously undetected resonances and associations, illuminating the two composers in their ""lonely and singular journeys"" through the ""rich solitude of their music.""","Chicago ; London : University of Chicago Press, 2023.",English,,Includes bibliographical references (pages [231]-242) and index.,"xviii, 247 pages : music, facsimiles (black and white) ; 24 cm",,"Criticism, interpretation, etc",1293984879.0,LCCN: ^^2022000987British national bibliography: GBC2H1153,010712097,"Richard Kramer follows the work of Beethoven and Schubert from 1815 through to the final months of their lives. Kramer unearths previously undetected resonances and associations, illuminating the two composers in their ""lonely and singular journeys"" Kramer: Each seemed to be composing ""against""--Beethoven, against the Enlightenment; Schurbert against the looming presence of the older composer even as his own musical imagination took full flight. From the Ruins of Enlightenment begins in 1815, with the discovery of two unique projects.","Here is Vienna, hosting a Congress in 1815 that would redraw national boundaries and reconfigure the European community for a full century. In Richard Kramer's compelling reading, each seemed to be composing ""against""--Beethoven, against the Enlightenment; Schubert, against the looming presence of the older composer even as his own musical imagination took full flight. From there, Kramer unearths previously undetected resonances and associations, illuminating the two composers in their ""lonely and singular journeys"" through the ""rich solitude of their music."" From the Ruins of Enlightenment begins in 1815, with the discovery of two unique projects: Schubert's settings of the poems of Ludwig Hölty in a fragmentary cycle and Beethoven's engagement with a half dozen poems by Johann Gottfried Herder. A snapshot captures two of its citizens, each seemingly oblivious of this momentous political environment: Schubert, not yet twenty years old and in the midst of his most prolific year-some 140 songs, four operas, and much else; Beethoven, struggling through a mid-life crisis that would yield the song cycle An die ferne Geliebte as well as two strikingly original cello sonatas and two formidable sonatas for the ""Hammerklavier."""
"Frontier life : borderlands, settlement & colonial encounters. - Duke University Libraries Catalog",,Adam Matthew Digital (Firm),"This digital collection of primary source documents helps us to understand existence on the edges of the anglophone world from 1650-1920. Discover the various European and colonial frontier regions of North America, Africa and Australasia through documents that reveal the lives of settlers and indigenous peoples in these areas. Major themes included are settlement development, law and order, violence, expeditions and exploration, relations with indigenous peoples, trade and commerce, death and disease, missionaries and religion, women's history, military matters, mining and gold rushes, settler governance, contested boundaries, and agriculture and livestock. The vast majority of the material is unique and unpublished manuscript in the form of correspondence, diaries, land records, and business records. Features of Frontier Life include: interactive maps and chronology, visual galleries, thematic guides, and frontier settlement floorplans and images.","[Marlborough, Wiltshire, UK] : Adam Matthew Digital.",English,,,1 online resource,Color characteristics: polychromeFile type: text file,SourcesDatabasesOnline databases,984885173.0,,007917487,"Digital collection of primary source documents helps us understand existence on the edges of the anglophone world from 1650-1920. Discover the various European and colonial frontier regions of North America, Africa and Australasia through documents that reveal the lives of settlers and indigenous peoples in these areas. Major themes included are settlement development, law and order, violence, expeditions and exploration, relations with indigenous peoples, trade and commerce, death and disease, missionaries and religion, mining and gold rushes, and agriculture and livestock.","- Duke University Libraries Catalog This digital collection of primary source documents helps us to understand existence on the edges of the anglophone world from 1650-1920. Discover the various European and colonial frontier regions of North America, Africa and Australasia through documents that reveal the lives of settlers and indigenous peoples in these areas. Features of Frontier Life include: interactive maps and chronology, visual galleries, thematic guides, and frontier settlement floorplans and images. The vast majority of the material is unique and unpublished manuscript in the form of correspondence, diaries, land records, and business records. Major themes included are settlement development, law and order, violence, expeditions and exploration, relations with indigenous peoples, trade and commerce, death and disease, missionaries and religion, women's history, military matters, mining and gold rushes, settler governance, contested boundaries, and agriculture and livestock."
"Fugitive, where are you running? - Duke University Libraries Catalog",,"Touam Bona, Dénètem","Hunting stories will usually glorify the hunters, since it is the hunters who write the stories. In this book, Dénètem Touam Bona takes up the perspective of the hunted, using the concept of marronage to highlight the lives and creativity of colonized and subjugated peoples. In a format that blends travel diary, anthropological inquiry, and philosophical and literary reflection, he narrates the hidden history of fugues - those of the runaway slave, the deserting soldier, the clandestine migrant, and all those who challenged norms and forms of control. In the space of the fugue, in the folds and retreats of dense and muggy woods, runaway countercultures appeared and spread out, cultures whose organization and values were diametrically opposed to those of colonial societies.","Newark : Polity Press, 2023.",English,,Includes bibliographical references and index.,1 online resource ( 240 p..) :,File type: text file,,,,010786764,"Dénètem Touam Bona uses the concept of marronage to highlight the lives and creativity of colonized and subjugated peoples. He narrates the hidden history of fugues - those of the runaway slave, the deserting soldier, the clandestine migrant, and all those who challenged norms and forms of control. In the space of the fugue, in the folds and retreats of dense and muggy woods, runaway countercultures appeared and spread out, cultures whose organization and values were diametrically opposed to those of colonial societies.","- Duke University Libraries Catalog Hunting stories will usually glorify the hunters, since it is the hunters who write the stories. In the space of the fugue, in the folds and retreats of dense and muggy woods, runaway countercultures appeared and spread out, cultures whose organization and values were diametrically opposed to those of colonial societies. In a format that blends travel diary, anthropological inquiry, and philosophical and literary reflection, he narrates the hidden history of fugues - those of the runaway slave, the deserting soldier, the clandestine migrant, and all those who challenged norms and forms of control. In this book, Dénètem Touam Bona takes up the perspective of the hunted, using the concept of marronage to highlight the lives and creativity of colonized and subjugated peoples. Fugitive, where are you running?"
Fundamental of Transport Phenomena and Metallurgical Process Modeling - Duke University Libraries Catalog,,"Dutta, Sujay Kumar","This textbook presents the fundamental of transport phenomena and metallurgical process modeling in easy-to-understand format. It covers all the important and basic concepts, derivations and numerical problems for the undergraduate and graduate engineering students. It includes topics such as fluid dynamics, mass and momentum balances, mass transfer, basic concepts of models and applications. This textbook can also be used as a reference book by engineers, professionals and research scientists to gain better understanding on mass and heat balances. Given the contents, this textbook will be highly useful for the core course of transport phenomena in metallurgical processes for graduate and advanced graduate students in various engineering disciplines. This textbook will also serve as a refresher course for advanced graduate students who are engaged in research related to transport phenomena and metallurgical processes.","Singapore : Springer Nature Singapore : Imprint: Springer, 2023.",English,,,"1 online resource (XV, 337 p. 136 illus., 3 illus. in color.) online resource.",File type: text fileFile format: PDF,,,DOI: 10.1007/978-981-19-2156-8,010854550,"This textbook presents the fundamental of transport phenomena and metallurgical process modeling in easy-to-understand format. It covers all the important and basic concepts, derivations and numerical problems for engineering students. It includes topics such as fluid dynamics, mass and momentum balances, mass transfer, basic concepts of models and applications. This textbook can also be used as a reference book by engineers, professionals and research scientists to gain better understanding on mass and heat balances. Given the contents, this textbook will be highly useful for the core course of transport.","It covers all the important and basic concepts, derivations and numerical problems for the undergraduate and graduate engineering students. Given the contents, this textbook will be highly useful for the core course of transport phenomena in metallurgical processes for graduate and advanced graduate students in various engineering disciplines. This textbook will also serve as a refresher course for advanced graduate students who are engaged in research related to transport phenomena and metallurgical processes. It includes topics such as fluid dynamics, mass and momentum balances, mass transfer, basic concepts of models and applications. This textbook can also be used as a reference book by engineers, professionals and research scientists to gain better understanding on mass and heat balances."
Fundamentals of Computational Fluid Dynamics - Duke University Libraries Catalog,,Maliska,"This book presents the developments of the finite volume method applied to fluid flows, starting from the foundations of the method and reaching the latest approaches using unstructured grids. It helps students learn progressively, creating a strong background on CFD. The text is divided into two parts. The first one is about the basic concepts of the finite volume method, while the second one presents the formulation of the finite volume method for any kind of domain discretization. In the first part of the text, for the sake of simplicity, the developments are done using the Cartesian coordinate system, without prejudice to the complete understanding. The second part extends this knowledge to curvilinear and unstructured grids. As such, the book contains material for introductory courses on CFD for under and graduate students, as well as for more advanced students and researchers.","[Place of publication not identified] : Springer International Publishing, 2023.",,,Title from content provider.,1 online resource,,,,,010854551,"This book presents the developments of the finite volume method applied to fluid flows. It starts from the foundations of the method and reaches the latest approaches using unstructured grids. The text is divided into two parts. It contains material for introductory courses on CFD for under and graduate students, as well as for more advanced students and researchers. The second part extends this knowledge to curvilinear and unstructure grids. The book is divided between the first and second part of the text.","It helps students learn progressively, creating a strong background on CFD. As such, the book contains material for introductory courses on CFD for under and graduate students, as well as for more advanced students and researchers. The second part extends this knowledge to curvilinear and unstructured grids. In the first part of the text, for the sake of simplicity, the developments are done using the Cartesian coordinate system, without prejudice to the complete understanding. The first one is about the basic concepts of the finite volume method, while the second one presents the formulation of the finite volume method for any kind of domain discretization."
Fundamentals of nano-textile science - Duke University Libraries Catalog,,"Sharma, Prashansa","Fundamentals of Nano-Textile Science provides a detailed overview of advanced nano-textiles methods, techniques, and treatments along with explanations of a wide range of applications. This book places emphasis on nanotechnology-based textile enhancements that provide high durability, better affinity, and more functionality in textile material and that overcomes the limitation of conventional processes in the textile industry.The first section of the book deals with the production method of nano-textile fibers. It elaborates how nano-techniques are used for producing textile fiber and discusses various pretreatment processes of textile materials using such methods as nano-scouring, nanobiophotoscouring, nano-bleaching, nano-softening, and nano-surface activation.The second section discusses the wide range of nanofinishing applications to make textile materials antimicrobial, flame retardant, UV-protected, etc. It also discusses different techniques and treatments applied on the surface of the finished product using plasma technology or layer-by-layer deposition techniques. This section also covers nano-based textile applications such as for sports clothing, military textiles, high-performance clothing, or smart wearable high-tech nano-textiles.In the last section, the book concludes with an overview of nanotechnological advancements being used for the management of textile effluents and for removing dyes from wastewater in textile processing, focusing on the health and safety perspective of nano-textiles.The book is written by highly experienced authors in this area and provides an immensely valuable resource for scientific researchers, academics, professionals, engineers, technologists and innovators working on designing and manufacturing textile materials. The volume will be an important resource for those who are looking for innovative production technologies or the latest nanotechnology developments in the design and manufacturing of nano-textile materials.Key features:  Provides a detailed theoretical overview of nano-textiles along with novel advanced techniques, methods, treatments for enhanced properties and applications of textiles. Covers relevant techniques applied on the surface of the finished textile product using plasma technology or layer-by-layer deposition techniques Introduces various nanofinishes and applications including for sports clothing, military textiles, high performance clothing or smart wearable high-tech textiles Describes wearable smart nano-textile parameters, types of materials used, applications, and future innovations for prevention of hazards and pandemic diseases Explores innovative methods and treatments for management or removal of textile waste

      Content provided by Syndetic Solutions, Inc.
      Terms of Use","Palm Bay, FL : Apple Academic Press, Inc. ; Boca Raton, FL : CRC Press, 2023.",English,,Description based on print version record.Includes bibliographical references and index.,"1 online resource (xvi, 349 pages) : illustrations (some color)",File type: text file,Electronic books,,LCCN: 2022007658,010720585,"Fundamentals of Nano-Textile Science provides a detailed overview of advanced nano-textile methods, techniques, and treatments. This book places emphasis on nanotechnology-based textile enhancements that provide high durability, better affinity, and more functionality in textile material. The book is written by highly experienced authors in this area and provides an immensely valuable resource for scientific researchers, academics, professionals, engineers, technologists and innovators working on designing and manufacturing textile materials. The volume will be an important resource for those who are looking for innovative production technologies.","This book places emphasis on nanotechnology-based textile enhancements that provide high durability, better affinity, and more functionality in textile material and that overcomes the limitation of conventional processes in the textile industry.The first section of the book deals with the production method of nano-textile fibers. This section also covers nano-based textile applications such as for sports clothing, military textiles, high-performance clothing, or smart wearable high-tech nano-textiles.In the last section, the book concludes with an overview of nanotechnological advancements being used for the management of textile effluents and for removing dyes from wastewater in textile processing, focusing on the health and safety perspective of nano-textiles.The book is written by highly experienced authors in this area and provides an immensely valuable resource for scientific researchers, academics, professionals, engineers, technologists and innovators working on designing and manufacturing textile materials. It elaborates how nano-techniques are used for producing textile fiber and discusses various pretreatment processes of textile materials using such methods as nano-scouring, nanobiophotoscouring, nano-bleaching, nano-softening, and nano-surface activation.The second section discusses the wide range of nanofinishing applications to make textile materials antimicrobial, flame retardant, UV-protected, etc. The volume will be an important resource for those who are looking for innovative production technologies or the latest nanotechnology developments in the design and manufacturing of nano-textile materials.Key features:  Provides a detailed theoretical overview of nano-textiles along with novel advanced techniques, methods, treatments for enhanced properties and applications of textiles. Covers relevant techniques applied on the surface of the finished textile product using plasma technology or layer-by-layer deposition techniques Introduces various nanofinishes and applications including for sports clothing, military textiles, high performance clothing or smart wearable high-tech textiles Describes wearable smart nano-textile parameters, types of materials used, applications, and future innovations for prevention of hazards and pandemic diseases Explores innovative methods and treatments for management or removal of textile waste

      Content provided by Syndetic Solutions, Inc."
The fundamentals of social research - Duke University Libraries Catalog,,"Kellstedt, Paul M., 1968-","This textbook provides an introduction to the scientific study of sociology and other social sciences. It offers the basic tools necessary for readers to become both critical consumers and beginning producers of scientific research on society. The authors present an integrated approach to research design and empirical analyses in which researchers can develop and test causal theories. They use examples from social science research that students will find engaging and inspiring and that will help them to understand key concepts. The book makes technical materials accessible to students who might otherwise be intimidated by mathematical examples. This new text, with the addition of sociologist Steven A. Tuch to the author team, follows the successful format, approach, and pedagogical features in Paul M. Kellstedt and Guy D. Whitten's bestselling text, The Fundamentals of Political Science Research, now in its third edition. Workbooks in Stata, SPSS, and R, three of the most popular statistical analysis programs, are available as separate purchases to accompany this textbook, enabling students to connect the lessons of this book to hands-on applications of the software.","Cambridge, United Kingdom ; New York, NY, USA : Cambridge University Press, 2023.",English,,Includes bibliographical references (pages 273-278) and index.,"xxv, 287 pages : illustrations ; 26 cm",,,1304816533.0,British national bibliography: GBC2B5542,010787268,"The fundamentals of social research is an introduction to the scientific study of sociology and other social sciences. The book makes technical materials accessible to students who might otherwise be intimidated by mathematical examples. Workbooks in Stata, SPSS, and R, three of the most popular statistical analysis programs, are available as separate purchases to accompany this textbook. This new text follows the successful format, approach, and pedagogical features in The Fundamentals of Political Science Research, now in its third edition.","It offers the basic tools necessary for readers to become both critical consumers and beginning producers of scientific research on society. They use examples from social science research that students will find engaging and inspiring and that will help them to understand key concepts. The authors present an integrated approach to research design and empirical analyses in which researchers can develop and test causal theories. This new text, with the addition of sociologist Steven A. Tuch to the author team, follows the successful format, approach, and pedagogical features in Paul M. Kellstedt and Guy D. Whitten's bestselling text, The Fundamentals of Political Science Research, now in its third edition. Workbooks in Stata, SPSS, and R, three of the most popular statistical analysis programs, are available as separate purchases to accompany this textbook, enabling students to connect the lessons of this book to hands-on applications of the software."
Fundamentals of Technical Thermodynamics : Textbook for Engineering Students - Duke University Libraries Catalog,,"Dehli, Martin","This textbook presents the essential scientific principles of thermodynamics in a detailed and well-structured manner for practice-oriented teaching. It conveys analytically reliable knowledge with a view to engineering application and provides the key to a quick understanding of e.g. thermal machines, heat transfer, humid air and combustion. The present English edition - in comparison to earlier German editions - has been extended to include aspects of fluid mechanics, dynamics of ideal gases and chemical thermodynamics. The contents Basic thermodynamic terms - The first law of thermodynamics - The second law of thermodynamics - Ideal gases - Real gases and vapors - Thermal machines - Cyclic processes - Exergy - Heat transfer - Humid air - Combustion - Chemical thermodynamics - Appendix The target groups Students of mechanical engineering, power engineering, environmental engineering, process engineering, building services engineering and automotive engineering. The authors Prof. Dr.-Ing. Martin Dehli teaches thermodynamics and related subjects in the Faculty of Applied Natural Sciences, Building, Energy and Environment at Esslingen University of Applied Sciences. Prof. Dipl.-Phys. Ernst Doering, formerly of Esslingen University of Applied Sciences Prof. Dr.-Ing. Herbert Schedwill, formerly of Esslingen University of Applied Sciences.","Wiesbaden : Springer Fachmedien Wiesbaden : Imprint: Springer, 2023.",English,,,"1 online resource (XIX, 606 p. 379 illus.) online resource.",File type: text fileFile format: PDF,,,DOI: 10.1007/978-3-658-38910-9,010854553,"This textbook presents the essential scientific principles of thermodynamics in a detailed and well-structured manner for practice-oriented teaching. It conveys analytically reliable knowledge with a view to engineering application and provides the key to a quick understanding of e.g. thermal machines, heat transfer, humid air and combustion. The present English edition - in comparison to earlier German editions - has been extended to include aspects of fluid mechanics, dynamics of ideal gases and chemical thermodynamics. The authors Prof. Dr.-Ing. Martin Dehli teaches thermodynamics and related subjects in the Faculty of Applied Natural Sciences at Esslingen University of Applied Sciences.","It conveys analytically reliable knowledge with a view to engineering application and provides the key to a quick understanding of e.g. The contents Basic thermodynamic terms - The first law of thermodynamics - The second law of thermodynamics - Ideal gases - Real gases and vapors - Thermal machines - Cyclic processes - Exergy - Heat transfer - Humid air - Combustion - Chemical thermodynamics - Appendix The target groups Students of mechanical engineering, power engineering, environmental engineering, process engineering, building services engineering and automotive engineering. Herbert Schedwill, formerly of Esslingen University of Applied Sciences. Ernst Doering, formerly of Esslingen University of Applied Sciences Prof. Dr.-Ing. Prof. Dipl.-Phys."
